feature_index,feature_name,component,feature_type,coefficient,abs_coefficient,nonzero
564,cyy_80,80,diagonal,0.0,0.0,False
565,cyz_80,80,off_diagonal,-0.0,0.0,False
566,czz_80,80,diagonal,-0.0,0.0,False
567,w_81,81,weight,0.0,0.0,False
568,cxx_81,81,diagonal,-0.0,0.0,False
569,cxy_81,81,off_diagonal,-0.0,0.0,False
570,cxz_81,81,off_diagonal,0.0,0.0,False
571,cyy_81,81,diagonal,0.0,0.0,False
572,cyz_81,81,off_diagonal,-0.0,0.0,False
573,czz_81,81,diagonal,0.0,0.0,False
730,cxy_104,104,off_diagonal,-0.0,0.0,False
732,cyy_104,104,diagonal,0.0,0.0,False
1982,cxx_283,283,diagonal,0.0,0.0,False
912,cxy_130,130,off_diagonal,0.0,0.0,False
899,cxz_128,128,off_diagonal,0.0,0.0,False
901,cyz_128,128,off_diagonal,0.0,0.0,False
902,czz_128,128,diagonal,-0.0,0.0,False
903,w_129,129,weight,0.0,0.0,False
904,cxx_129,129,diagonal,-0.0,0.0,False
907,cyy_129,129,diagonal,-0.0,0.0,False
908,cyz_129,129,off_diagonal,-0.0,0.0,False
909,czz_129,129,diagonal,0.0,0.0,False
911,cxx_130,130,diagonal,0.0,0.0,False
914,cyy_130,130,diagonal,-0.0,0.0,False
897,cxx_128,128,diagonal,-0.0,0.0,False
917,w_131,131,weight,0.0,0.0,False
918,cxx_131,131,diagonal,-0.0,0.0,False
919,cxy_131,131,off_diagonal,-0.0,0.0,False
920,cxz_131,131,off_diagonal,-0.0,0.0,False
923,czz_131,131,diagonal,0.0,0.0,False
924,w_132,132,weight,-0.0,0.0,False
925,cxx_132,132,diagonal,0.0,0.0,False
926,cxy_132,132,off_diagonal,0.0,0.0,False
927,cxz_132,132,off_diagonal,-0.0,0.0,False
898,cxy_128,128,off_diagonal,0.0,0.0,False
896,w_128,128,weight,0.0,0.0,False
868,w_124,124,weight,0.0,0.0,False
882,w_126,126,weight,-0.0,0.0,False
871,cxz_124,124,off_diagonal,-0.0,0.0,False
872,cyy_124,124,diagonal,-0.0,0.0,False
873,cyz_124,124,off_diagonal,-0.0,0.0,False
874,czz_124,124,diagonal,0.0,0.0,False
876,cxx_125,125,diagonal,-0.0,0.0,False
877,cxy_125,125,off_diagonal,-0.0,0.0,False
879,cyy_125,125,diagonal,0.0,0.0,False
880,cyz_125,125,off_diagonal,-0.0,0.0,False
881,czz_125,125,diagonal,-0.0,0.0,False
883,cxx_126,126,diagonal,0.0,0.0,False
895,czz_127,127,diagonal,0.0,0.0,False
885,cxz_126,126,off_diagonal,0.0,0.0,False
886,cyy_126,126,diagonal,0.0,0.0,False
887,cyz_126,126,off_diagonal,0.0,0.0,False
888,czz_126,126,diagonal,0.0,0.0,False
890,cxx_127,127,diagonal,-0.0,0.0,False
891,cxy_127,127,off_diagonal,-0.0,0.0,False
892,cxz_127,127,off_diagonal,-0.0,0.0,False
893,cyy_127,127,diagonal,-0.0,0.0,False
894,cyz_127,127,off_diagonal,-0.0,0.0,False
928,cyy_132,132,diagonal,-0.0,0.0,False
929,cyz_132,132,off_diagonal,-0.0,0.0,False
930,czz_132,132,diagonal,-0.0,0.0,False
976,cxz_139,139,off_diagonal,-0.0,0.0,False
964,cyz_137,137,off_diagonal,-0.0,0.0,False
965,czz_137,137,diagonal,-0.0,0.0,False
967,cxx_138,138,diagonal,-0.0,0.0,False
968,cxy_138,138,off_diagonal,-0.0,0.0,False
970,cyy_138,138,diagonal,-0.0,0.0,False
971,cyz_138,138,off_diagonal,-0.0,0.0,False
972,czz_138,138,diagonal,-0.0,0.0,False
973,w_139,139,weight,-0.0,0.0,False
974,cxx_139,139,diagonal,0.0,0.0,False
977,cyy_139,139,diagonal,-0.0,0.0,False
931,w_133,133,weight,-0.0,0.0,False
978,cyz_139,139,off_diagonal,-0.0,0.0,False
979,czz_139,139,diagonal,-0.0,0.0,False
980,w_140,140,weight,0.0,0.0,False
981,cxx_140,140,diagonal,-0.0,0.0,False
982,cxy_140,140,off_diagonal,-0.0,0.0,False
983,cxz_140,140,off_diagonal,0.0,0.0,False
984,cyy_140,140,diagonal,-0.0,0.0,False
985,cyz_140,140,off_diagonal,-0.0,0.0,False
986,czz_140,140,diagonal,-0.0,0.0,False
960,cxx_137,137,diagonal,-0.0,0.0,False
959,w_137,137,weight,-0.0,0.0,False
958,czz_136,136,diagonal,-0.0,0.0,False
957,cyz_136,136,off_diagonal,0.0,0.0,False
933,cxy_133,133,off_diagonal,-0.0,0.0,False
934,cxz_133,133,off_diagonal,-0.0,0.0,False
935,cyy_133,133,diagonal,-0.0,0.0,False
937,czz_133,133,diagonal,0.0,0.0,False
938,w_134,134,weight,-0.0,0.0,False
939,cxx_134,134,diagonal,-0.0,0.0,False
940,cxy_134,134,off_diagonal,-0.0,0.0,False
941,cxz_134,134,off_diagonal,-0.0,0.0,False
942,cyy_134,134,diagonal,0.0,0.0,False
943,cyz_134,134,off_diagonal,0.0,0.0,False
944,czz_134,134,diagonal,-0.0,0.0,False
947,cxy_135,135,off_diagonal,0.0,0.0,False
948,cxz_135,135,off_diagonal,-0.0,0.0,False
949,cyy_135,135,diagonal,0.0,0.0,False
950,cyz_135,135,off_diagonal,-0.0,0.0,False
952,w_136,136,weight,-0.0,0.0,False
953,cxx_136,136,diagonal,0.0,0.0,False
954,cxy_136,136,off_diagonal,-0.0,0.0,False
955,cxz_136,136,off_diagonal,0.0,0.0,False
869,cxx_124,124,diagonal,-0.0,0.0,False
867,czz_123,123,diagonal,0.0,0.0,False
735,w_105,105,weight,-0.0,0.0,False
782,cyz_111,111,off_diagonal,0.0,0.0,False
769,czz_109,109,diagonal,-0.0,0.0,False
771,cxx_110,110,diagonal,-0.0,0.0,False
772,cxy_110,110,off_diagonal,-0.0,0.0,False
773,cxz_110,110,off_diagonal,0.0,0.0,False
774,cyy_110,110,diagonal,-0.0,0.0,False
775,cyz_110,110,off_diagonal,0.0,0.0,False
776,czz_110,110,diagonal,-0.0,0.0,False
777,w_111,111,weight,0.0,0.0,False
781,cyy_111,111,diagonal,-0.0,0.0,False
783,czz_111,111,diagonal,0.0,0.0,False
766,cxz_109,109,off_diagonal,0.0,0.0,False
784,w_112,112,weight,0.0,0.0,False
785,cxx_112,112,diagonal,-0.0,0.0,False
786,cxy_112,112,off_diagonal,-0.0,0.0,False
788,cyy_112,112,diagonal,0.0,0.0,False
792,cxx_113,113,diagonal,0.0,0.0,False
793,cxy_113,113,off_diagonal,0.0,0.0,False
794,cxz_113,113,off_diagonal,0.0,0.0,False
796,cyz_113,113,off_diagonal,0.0,0.0,False
797,czz_113,113,diagonal,-0.0,0.0,False
768,cyz_109,109,off_diagonal,0.0,0.0,False
764,cxx_109,109,diagonal,-0.0,0.0,False
866,cyz_123,123,off_diagonal,0.0,0.0,False
747,cyz_106,106,off_diagonal,0.0,0.0,False
736,cxx_105,105,diagonal,0.0,0.0,False
737,cxy_105,105,off_diagonal,-0.0,0.0,False
738,cxz_105,105,off_diagonal,-0.0,0.0,False
739,cyy_105,105,diagonal,-0.0,0.0,False
741,czz_105,105,diagonal,0.0,0.0,False
742,w_106,106,weight,-0.0,0.0,False
743,cxx_106,106,diagonal,0.0,0.0,False
744,cxy_106,106,off_diagonal,-0.0,0.0,False
745,cxz_106,106,off_diagonal,0.0,0.0,False
748,czz_106,106,diagonal,0.0,0.0,False
763,w_109,109,weight,0.0,0.0,False
749,w_107,107,weight,-0.0,0.0,False
750,cxx_107,107,diagonal,-0.0,0.0,False
753,cyy_107,107,diagonal,-0.0,0.0,False
754,cyz_107,107,off_diagonal,0.0,0.0,False
755,czz_107,107,diagonal,-0.0,0.0,False
757,cxx_108,108,diagonal,-0.0,0.0,False
758,cxy_108,108,off_diagonal,0.0,0.0,False
761,cyz_108,108,off_diagonal,-0.0,0.0,False
762,czz_108,108,diagonal,0.0,0.0,False
798,w_114,114,weight,-0.0,0.0,False
799,cxx_114,114,diagonal,0.0,0.0,False
800,cxy_114,114,off_diagonal,0.0,0.0,False
849,cxy_121,121,off_diagonal,0.0,0.0,False
839,czz_119,119,diagonal,0.0,0.0,False
840,w_120,120,weight,0.0,0.0,False
842,cxy_120,120,off_diagonal,0.0,0.0,False
843,cxz_120,120,off_diagonal,0.0,0.0,False
844,cyy_120,120,diagonal,-0.0,0.0,False
845,cyz_120,120,off_diagonal,0.0,0.0,False
846,czz_120,120,diagonal,-0.0,0.0,False
847,w_121,121,weight,-0.0,0.0,False
848,cxx_121,121,diagonal,0.0,0.0,False
850,cxz_121,121,off_diagonal,0.0,0.0,False
802,cyy_114,114,diagonal,-0.0,0.0,False
852,cyz_121,121,off_diagonal,-0.0,0.0,False
853,czz_121,121,diagonal,0.0,0.0,False
854,w_122,122,weight,-0.0,0.0,False
856,cxy_122,122,off_diagonal,0.0,0.0,False
858,cyy_122,122,diagonal,0.0,0.0,False
859,cyz_122,122,off_diagonal,-0.0,0.0,False
861,w_123,123,weight,0.0,0.0,False
862,cxx_123,123,diagonal,-0.0,0.0,False
864,cxz_123,123,off_diagonal,0.0,0.0,False
838,cyz_119,119,off_diagonal,-0.0,0.0,False
837,cyy_119,119,diagonal,0.0,0.0,False
835,cxy_119,119,off_diagonal,0.0,0.0,False
831,cyz_118,118,off_diagonal,-0.0,0.0,False
803,cyz_114,114,off_diagonal,0.0,0.0,False
804,czz_114,114,diagonal,-0.0,0.0,False
805,w_115,115,weight,-0.0,0.0,False
808,cxz_115,115,off_diagonal,-0.0,0.0,False
810,cyz_115,115,off_diagonal,-0.0,0.0,False
811,czz_115,115,diagonal,0.0,0.0,False
813,cxx_116,116,diagonal,-0.0,0.0,False
814,cxy_116,116,off_diagonal,0.0,0.0,False
817,cyz_116,116,off_diagonal,0.0,0.0,False
819,w_117,117,weight,-0.0,0.0,False
820,cxx_117,117,diagonal,-0.0,0.0,False
821,cxy_117,117,off_diagonal,0.0,0.0,False
823,cyy_117,117,diagonal,0.0,0.0,False
824,cyz_117,117,off_diagonal,-0.0,0.0,False
825,czz_117,117,diagonal,0.0,0.0,False
826,w_118,118,weight,0.0,0.0,False
828,cxy_118,118,off_diagonal,-0.0,0.0,False
829,cxz_118,118,off_diagonal,0.0,0.0,False
830,cyy_118,118,diagonal,0.0,0.0,False
491,cxx_70,70,diagonal,0.0,0.0,False
489,czz_69,69,diagonal,-0.0,0.0,False
488,cyz_69,69,off_diagonal,-0.0,0.0,False
157,cxz_22,22,off_diagonal,-0.0,0.0,False
148,cxx_21,21,diagonal,-0.0,0.0,False
149,cxy_21,21,off_diagonal,-0.0,0.0,False
150,cxz_21,21,off_diagonal,0.0,0.0,False
151,cyy_21,21,diagonal,-0.0,0.0,False
152,cyz_21,21,off_diagonal,-0.0,0.0,False
153,czz_21,21,diagonal,0.0,0.0,False
154,w_22,22,weight,-0.0,0.0,False
155,cxx_22,22,diagonal,-0.0,0.0,False
156,cxy_22,22,off_diagonal,0.0,0.0,False
158,cyy_22,22,diagonal,-0.0,0.0,False
146,czz_20,20,diagonal,-0.0,0.0,False
160,czz_22,22,diagonal,0.0,0.0,False
161,w_23,23,weight,-0.0,0.0,False
163,cxy_23,23,off_diagonal,0.0,0.0,False
164,cxz_23,23,off_diagonal,-0.0,0.0,False
165,cyy_23,23,diagonal,-0.0,0.0,False
167,czz_23,23,diagonal,-0.0,0.0,False
168,w_24,24,weight,-0.0,0.0,False
169,cxx_24,24,diagonal,0.0,0.0,False
170,cxy_24,24,off_diagonal,-0.0,0.0,False
147,w_21,21,weight,-0.0,0.0,False
145,cyz_20,20,off_diagonal,-0.0,0.0,False
116,cyy_16,16,diagonal,0.0,0.0,False
129,cxz_18,18,off_diagonal,0.0,0.0,False
119,w_17,17,weight,0.0,0.0,False
121,cxy_17,17,off_diagonal,0.0,0.0,False
122,cxz_17,17,off_diagonal,0.0,0.0,False
123,cyy_17,17,diagonal,-0.0,0.0,False
124,cyz_17,17,off_diagonal,0.0,0.0,False
125,czz_17,17,diagonal,0.0,0.0,False
126,w_18,18,weight,0.0,0.0,False
127,cxx_18,18,diagonal,0.0,0.0,False
128,cxy_18,18,off_diagonal,-0.0,0.0,False
130,cyy_18,18,diagonal,0.0,0.0,False
144,cyy_20,20,diagonal,-0.0,0.0,False
132,czz_18,18,diagonal,-0.0,0.0,False
135,cxy_19,19,off_diagonal,0.0,0.0,False
136,cxz_19,19,off_diagonal,-0.0,0.0,False
137,cyy_19,19,diagonal,-0.0,0.0,False
138,cyz_19,19,off_diagonal,-0.0,0.0,False
139,czz_19,19,diagonal,-0.0,0.0,False
140,w_20,20,weight,0.0,0.0,False
141,cxx_20,20,diagonal,0.0,0.0,False
143,cxz_20,20,off_diagonal,-0.0,0.0,False
172,cyy_24,24,diagonal,0.0,0.0,False
173,cyz_24,24,off_diagonal,-0.0,0.0,False
174,czz_24,24,diagonal,-0.0,0.0,False
220,cxz_31,31,off_diagonal,0.0,0.0,False
209,czz_29,29,diagonal,-0.0,0.0,False
210,w_30,30,weight,0.0,0.0,False
211,cxx_30,30,diagonal,-0.0,0.0,False
212,cxy_30,30,off_diagonal,0.0,0.0,False
213,cxz_30,30,off_diagonal,0.0,0.0,False
214,cyy_30,30,diagonal,0.0,0.0,False
216,czz_30,30,diagonal,-0.0,0.0,False
217,w_31,31,weight,-0.0,0.0,False
219,cxy_31,31,off_diagonal,0.0,0.0,False
221,cyy_31,31,diagonal,0.0,0.0,False
175,w_25,25,weight,-0.0,0.0,False
222,cyz_31,31,off_diagonal,-0.0,0.0,False
223,czz_31,31,diagonal,0.0,0.0,False
225,cxx_32,32,diagonal,-0.0,0.0,False
227,cxz_32,32,off_diagonal,-0.0,0.0,False
229,cyz_32,32,off_diagonal,-0.0,0.0,False
230,czz_32,32,diagonal,-0.0,0.0,False
231,w_33,33,weight,-0.0,0.0,False
233,cxy_33,33,off_diagonal,-0.0,0.0,False
235,cyy_33,33,diagonal,0.0,0.0,False
208,cyz_29,29,off_diagonal,-0.0,0.0,False
207,cyy_29,29,diagonal,0.0,0.0,False
206,cxz_29,29,off_diagonal,0.0,0.0,False
203,w_29,29,weight,0.0,0.0,False
176,cxx_25,25,diagonal,-0.0,0.0,False
177,cxy_25,25,off_diagonal,-0.0,0.0,False
178,cxz_25,25,off_diagonal,-0.0,0.0,False
179,cyy_25,25,diagonal,0.0,0.0,False
180,cyz_25,25,off_diagonal,0.0,0.0,False
181,czz_25,25,diagonal,0.0,0.0,False
182,w_26,26,weight,0.0,0.0,False
183,cxx_26,26,diagonal,0.0,0.0,False
185,cxz_26,26,off_diagonal,-0.0,0.0,False
186,cyy_26,26,diagonal,-0.0,0.0,False
187,cyz_26,26,off_diagonal,0.0,0.0,False
188,czz_26,26,diagonal,-0.0,0.0,False
190,cxx_27,27,diagonal,-0.0,0.0,False
191,cxy_27,27,off_diagonal,-0.0,0.0,False
195,czz_27,27,diagonal,-0.0,0.0,False
196,w_28,28,weight,-0.0,0.0,False
197,cxx_28,28,diagonal,0.0,0.0,False
199,cxz_28,28,off_diagonal,0.0,0.0,False
200,cyy_28,28,diagonal,0.0,0.0,False
118,czz_16,16,diagonal,-0.0,0.0,False
115,cxz_16,16,off_diagonal,0.0,0.0,False
487,cyy_69,69,diagonal,-0.0,0.0,False
43,cxx_6,6,diagonal,-0.0,0.0,False
32,cyy_4,4,diagonal,0.0,0.0,False
33,cyz_4,4,off_diagonal,-0.0,0.0,False
34,czz_4,4,diagonal,-0.0,0.0,False
36,cxx_5,5,diagonal,0.0,0.0,False
37,cxy_5,5,off_diagonal,-0.0,0.0,False
39,cyy_5,5,diagonal,-0.0,0.0,False
40,cyz_5,5,off_diagonal,0.0,0.0,False
41,czz_5,5,diagonal,-0.0,0.0,False
42,w_6,6,weight,-0.0,0.0,False
44,cxy_6,6,off_diagonal,-0.0,0.0,False
29,cxx_4,4,diagonal,0.0,0.0,False
45,cxz_6,6,off_diagonal,-0.0,0.0,False
46,cyy_6,6,diagonal,0.0,0.0,False
47,cyz_6,6,off_diagonal,0.0,0.0,False
48,czz_6,6,diagonal,0.0,0.0,False
49,w_7,7,weight,0.0,0.0,False
50,cxx_7,7,diagonal,-0.0,0.0,False
51,cxy_7,7,off_diagonal,-0.0,0.0,False
52,cxz_7,7,off_diagonal,0.0,0.0,False
53,cyy_7,7,diagonal,-0.0,0.0,False
30,cxy_4,4,off_diagonal,-0.0,0.0,False
28,w_4,4,weight,0.0,0.0,False
114,cxy_16,16,off_diagonal,0.0,0.0,False
11,cyy_1,1,diagonal,0.0,0.0,False
2,cxy_0,0,off_diagonal,-0.0,0.0,False
3,cxz_0,0,off_diagonal,-0.0,0.0,False
4,cyy_0,0,diagonal,-0.0,0.0,False
5,cyz_0,0,off_diagonal,-0.0,0.0,False
6,czz_0,0,diagonal,-0.0,0.0,False
7,w_1,1,weight,-0.0,0.0,False
8,cxx_1,1,diagonal,-0.0,0.0,False
9,cxy_1,1,off_diagonal,0.0,0.0,False
10,cxz_1,1,off_diagonal,0.0,0.0,False
12,cyz_1,1,off_diagonal,-0.0,0.0,False
27,czz_3,3,diagonal,-0.0,0.0,False
13,czz_1,1,diagonal,0.0,0.0,False
17,cxz_2,2,off_diagonal,0.0,0.0,False
18,cyy_2,2,diagonal,-0.0,0.0,False
20,czz_2,2,diagonal,0.0,0.0,False
21,w_3,3,weight,-0.0,0.0,False
22,cxx_3,3,diagonal,0.0,0.0,False
23,cxy_3,3,off_diagonal,0.0,0.0,False
24,cxz_3,3,off_diagonal,-0.0,0.0,False
26,cyz_3,3,off_diagonal,0.0,0.0,False
54,cyz_7,7,off_diagonal,0.0,0.0,False
55,czz_7,7,diagonal,0.0,0.0,False
56,w_8,8,weight,-0.0,0.0,False
103,cyz_14,14,off_diagonal,-0.0,0.0,False
92,cxx_13,13,diagonal,-0.0,0.0,False
93,cxy_13,13,off_diagonal,0.0,0.0,False
95,cyy_13,13,diagonal,0.0,0.0,False
96,cyz_13,13,off_diagonal,-0.0,0.0,False
97,czz_13,13,diagonal,0.0,0.0,False
98,w_14,14,weight,0.0,0.0,False
99,cxx_14,14,diagonal,0.0,0.0,False
100,cxy_14,14,off_diagonal,0.0,0.0,False
101,cxz_14,14,off_diagonal,-0.0,0.0,False
104,czz_14,14,diagonal,0.0,0.0,False
59,cxz_8,8,off_diagonal,-0.0,0.0,False
105,w_15,15,weight,-0.0,0.0,False
106,cxx_15,15,diagonal,-0.0,0.0,False
107,cxy_15,15,off_diagonal,-0.0,0.0,False
108,cxz_15,15,off_diagonal,0.0,0.0,False
109,cyy_15,15,diagonal,-0.0,0.0,False
110,cyz_15,15,off_diagonal,0.0,0.0,False
111,czz_15,15,diagonal,0.0,0.0,False
112,w_16,16,weight,0.0,0.0,False
113,cxx_16,16,diagonal,-0.0,0.0,False
91,w_13,13,weight,-0.0,0.0,False
90,czz_12,12,diagonal,-0.0,0.0,False
86,cxy_12,12,off_diagonal,0.0,0.0,False
84,w_12,12,weight,-0.0,0.0,False
60,cyy_8,8,diagonal,-0.0,0.0,False
61,cyz_8,8,off_diagonal,0.0,0.0,False
63,w_9,9,weight,-0.0,0.0,False
64,cxx_9,9,diagonal,-0.0,0.0,False
66,cxz_9,9,off_diagonal,-0.0,0.0,False
67,cyy_9,9,diagonal,0.0,0.0,False
68,cyz_9,9,off_diagonal,-0.0,0.0,False
70,w_10,10,weight,0.0,0.0,False
72,cxy_10,10,off_diagonal,-0.0,0.0,False
73,cxz_10,10,off_diagonal,-0.0,0.0,False
74,cyy_10,10,diagonal,-0.0,0.0,False
75,cyz_10,10,off_diagonal,0.0,0.0,False
76,czz_10,10,diagonal,-0.0,0.0,False
77,w_11,11,weight,-0.0,0.0,False
78,cxx_11,11,diagonal,-0.0,0.0,False
80,cxz_11,11,off_diagonal,0.0,0.0,False
81,cyy_11,11,diagonal,0.0,0.0,False
82,cyz_11,11,off_diagonal,-0.0,0.0,False
83,czz_11,11,diagonal,0.0,0.0,False
236,cyz_33,33,off_diagonal,0.0,0.0,False
237,czz_33,33,diagonal,-0.0,0.0,False
238,w_34,34,weight,-0.0,0.0,False
413,w_59,59,weight,-0.0,0.0,False
400,cxx_57,57,diagonal,0.0,0.0,False
402,cxz_57,57,off_diagonal,0.0,0.0,False
403,cyy_57,57,diagonal,0.0,0.0,False
404,cyz_57,57,off_diagonal,0.0,0.0,False
405,czz_57,57,diagonal,-0.0,0.0,False
407,cxx_58,58,diagonal,-0.0,0.0,False
408,cxy_58,58,off_diagonal,-0.0,0.0,False
411,cyz_58,58,off_diagonal,0.0,0.0,False
412,czz_58,58,diagonal,-0.0,0.0,False
414,cxx_59,59,diagonal,-0.0,0.0,False
397,cyz_56,56,off_diagonal,0.0,0.0,False
415,cxy_59,59,off_diagonal,0.0,0.0,False
416,cxz_59,59,off_diagonal,-0.0,0.0,False
418,cyz_59,59,off_diagonal,-0.0,0.0,False
419,czz_59,59,diagonal,-0.0,0.0,False
420,w_60,60,weight,0.0,0.0,False
421,cxx_60,60,diagonal,-0.0,0.0,False
422,cxy_60,60,off_diagonal,-0.0,0.0,False
423,cxz_60,60,off_diagonal,-0.0,0.0,False
424,cyy_60,60,diagonal,0.0,0.0,False
398,czz_56,56,diagonal,-0.0,0.0,False
396,cyy_56,56,diagonal,0.0,0.0,False
239,cxx_34,34,diagonal,-0.0,0.0,False
383,cyz_54,54,off_diagonal,0.0,0.0,False
367,cxz_52,52,off_diagonal,-0.0,0.0,False
369,cyz_52,52,off_diagonal,0.0,0.0,False
370,czz_52,52,diagonal,-0.0,0.0,False
371,w_53,53,weight,0.0,0.0,False
373,cxy_53,53,off_diagonal,-0.0,0.0,False
376,cyz_53,53,off_diagonal,-0.0,0.0,False
377,czz_53,53,diagonal,-0.0,0.0,False
380,cxy_54,54,off_diagonal,-0.0,0.0,False
382,cyy_54,54,diagonal,0.0,0.0,False
384,czz_54,54,diagonal,-0.0,0.0,False
395,cxz_56,56,off_diagonal,0.0,0.0,False
385,w_55,55,weight,0.0,0.0,False
387,cxy_55,55,off_diagonal,-0.0,0.0,False
388,cxz_55,55,off_diagonal,-0.0,0.0,False
389,cyy_55,55,diagonal,-0.0,0.0,False
390,cyz_55,55,off_diagonal,0.0,0.0,False
391,czz_55,55,diagonal,0.0,0.0,False
392,w_56,56,weight,-0.0,0.0,False
393,cxx_56,56,diagonal,-0.0,0.0,False
394,cxy_56,56,off_diagonal,-0.0,0.0,False
425,cyz_60,60,off_diagonal,-0.0,0.0,False
426,czz_60,60,diagonal,0.0,0.0,False
427,w_61,61,weight,-0.0,0.0,False
473,cyy_67,67,diagonal,0.0,0.0,False
459,cyy_65,65,diagonal,-0.0,0.0,False
460,cyz_65,65,off_diagonal,0.0,0.0,False
461,czz_65,65,diagonal,0.0,0.0,False
462,w_66,66,weight,-0.0,0.0,False
463,cxx_66,66,diagonal,-0.0,0.0,False
464,cxy_66,66,off_diagonal,-0.0,0.0,False
465,cxz_66,66,off_diagonal,-0.0,0.0,False
471,cxy_67,67,off_diagonal,0.0,0.0,False
472,cxz_67,67,off_diagonal,0.0,0.0,False
474,cyz_67,67,off_diagonal,0.0,0.0,False
428,cxx_61,61,diagonal,0.0,0.0,False
475,czz_67,67,diagonal,0.0,0.0,False
476,w_68,68,weight,0.0,0.0,False
477,cxx_68,68,diagonal,0.0,0.0,False
479,cxz_68,68,off_diagonal,-0.0,0.0,False
480,cyy_68,68,diagonal,0.0,0.0,False
481,cyz_68,68,off_diagonal,0.0,0.0,False
483,w_69,69,weight,-0.0,0.0,False
485,cxy_69,69,off_diagonal,0.0,0.0,False
486,cxz_69,69,off_diagonal,0.0,0.0,False
458,cxz_65,65,off_diagonal,0.0,0.0,False
455,w_65,65,weight,0.0,0.0,False
454,czz_64,64,diagonal,-0.0,0.0,False
452,cyy_64,64,diagonal,0.0,0.0,False
429,cxy_61,61,off_diagonal,0.0,0.0,False
430,cxz_61,61,off_diagonal,0.0,0.0,False
431,cyy_61,61,diagonal,-0.0,0.0,False
432,cyz_61,61,off_diagonal,-0.0,0.0,False
433,czz_61,61,diagonal,0.0,0.0,False
434,w_62,62,weight,0.0,0.0,False
435,cxx_62,62,diagonal,-0.0,0.0,False
437,cxz_62,62,off_diagonal,0.0,0.0,False
438,cyy_62,62,diagonal,-0.0,0.0,False
439,cyz_62,62,off_diagonal,-0.0,0.0,False
440,czz_62,62,diagonal,-0.0,0.0,False
442,cxx_63,63,diagonal,0.0,0.0,False
443,cxy_63,63,off_diagonal,0.0,0.0,False
444,cxz_63,63,off_diagonal,0.0,0.0,False
445,cyy_63,63,diagonal,0.0,0.0,False
447,czz_63,63,diagonal,0.0,0.0,False
448,w_64,64,weight,-0.0,0.0,False
449,cxx_64,64,diagonal,-0.0,0.0,False
451,cxz_64,64,off_diagonal,-0.0,0.0,False
366,cxy_52,52,off_diagonal,-0.0,0.0,False
365,cxx_52,52,diagonal,-0.0,0.0,False
363,czz_51,51,diagonal,0.0,0.0,False
285,cyz_40,40,off_diagonal,0.0,0.0,False
274,cxx_39,39,diagonal,0.0,0.0,False
275,cxy_39,39,off_diagonal,0.0,0.0,False
276,cxz_39,39,off_diagonal,0.0,0.0,False
277,cyy_39,39,diagonal,-0.0,0.0,False
279,czz_39,39,diagonal,0.0,0.0,False
280,w_40,40,weight,0.0,0.0,False
281,cxx_40,40,diagonal,-0.0,0.0,False
283,cxz_40,40,off_diagonal,-0.0,0.0,False
284,cyy_40,40,diagonal,0.0,0.0,False
286,czz_40,40,diagonal,-0.0,0.0,False
299,cyz_42,42,off_diagonal,-0.0,0.0,False
287,w_41,41,weight,0.0,0.0,False
288,cxx_41,41,diagonal,0.0,0.0,False
289,cxy_41,41,off_diagonal,0.0,0.0,False
290,cxz_41,41,off_diagonal,0.0,0.0,False
291,cyy_41,41,diagonal,0.0,0.0,False
292,cyz_41,41,off_diagonal,-0.0,0.0,False
293,czz_41,41,diagonal,0.0,0.0,False
294,w_42,42,weight,-0.0,0.0,False
295,cxx_42,42,diagonal,-0.0,0.0,False
272,czz_38,38,diagonal,-0.0,0.0,False
270,cyy_38,38,diagonal,-0.0,0.0,False
269,cxz_38,38,off_diagonal,0.0,0.0,False
268,cxy_38,38,off_diagonal,0.0,0.0,False
240,cxy_34,34,off_diagonal,0.0,0.0,False
241,cxz_34,34,off_diagonal,0.0,0.0,False
242,cyy_34,34,diagonal,0.0,0.0,False
243,cyz_34,34,off_diagonal,-0.0,0.0,False
244,czz_34,34,diagonal,-0.0,0.0,False
245,w_35,35,weight,-0.0,0.0,False
246,cxx_35,35,diagonal,-0.0,0.0,False
249,cyy_35,35,diagonal,-0.0,0.0,False
250,cyz_35,35,off_diagonal,0.0,0.0,False
254,cxy_36,36,off_diagonal,-0.0,0.0,False
255,cxz_36,36,off_diagonal,-0.0,0.0,False
257,cyz_36,36,off_diagonal,0.0,0.0,False
258,czz_36,36,diagonal,-0.0,0.0,False
259,w_37,37,weight,-0.0,0.0,False
261,cxy_37,37,off_diagonal,0.0,0.0,False
263,cyy_37,37,diagonal,-0.0,0.0,False
265,czz_37,37,diagonal,-0.0,0.0,False
266,w_38,38,weight,-0.0,0.0,False
267,cxx_38,38,diagonal,-0.0,0.0,False
296,cxy_42,42,off_diagonal,-0.0,0.0,False
300,czz_42,42,diagonal,-0.0,0.0,False
362,cyz_51,51,off_diagonal,0.0,0.0,False
347,cyy_49,49,diagonal,-0.0,0.0,False
331,cxy_47,47,off_diagonal,-0.0,0.0,False
332,cxz_47,47,off_diagonal,-0.0,0.0,False
333,cyy_47,47,diagonal,0.0,0.0,False
334,cyz_47,47,off_diagonal,-0.0,0.0,False
335,czz_47,47,diagonal,0.0,0.0,False
337,cxx_48,48,diagonal,0.0,0.0,False
338,cxy_48,48,off_diagonal,-0.0,0.0,False
